disease,symptoms,precautions
Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,family_history","Consult nearest hospital, vaccination, eat healthy, medication"
Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history","Consult nearest hospital, vaccination, eat healthy, medication"
Hepatitis C,"yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history","Consult nearest hospital, vaccination, eat healthy, medication"
Hepatitis C,"fatigue,nausea,loss_of_appetite,yellowing_of_eyes,family_history","Consult nearest hospital, vaccination, eat healthy, medication"
Hepatitis C,"fatigue,yellowish_skin,loss_of_appetite,yellowing_of_eyes,family_history","Consult nearest hospital, vaccination, eat healthy, medication"
Hepatitis C,"fatigue,yellowish_skin,nausea,yellowing_of_eyes,family_history","Consult nearest hospital, vaccination, eat healthy, medication"
Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,family_history","Consult nearest hospital, vaccination, eat healthy, medication"
Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes","Consult nearest hospital, vaccination, eat healthy, medication"
Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history","Consult nearest hospital, vaccination, eat healthy, medication"
Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history","Consult nearest hospital, vaccination, eat healthy, medication"
Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","consult doctor, medication, eat healthy, follow up"
Hepatitis D,"vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","consult doctor, medication, eat healthy, follow up"
Hepatitis D,"joint_pain,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","consult doctor, medication, eat healthy, follow up"
Hepatitis D,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","consult doctor, medication, eat healthy, follow up"
Hepatitis D,"joint_pain,vomiting,fatigue,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","consult doctor, medication, eat healthy, follow up"
Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","consult doctor, medication, eat healthy, follow up"
Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes","consult doctor, medication, eat healthy, follow up"
Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,abdominal_pain,yellowing_of_eyes","consult doctor, medication, eat healthy, follow up"
Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,yellowing_of_eyes","consult doctor, medication, eat healthy, follow up"
Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain","consult doctor, medication, eat healthy, follow up"
Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,coma,stomach_bleeding","stop alcohol consumption, rest, consult doctor, medication"
Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","stop alcohol consumption, rest, consult doctor, medication"
Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","stop alcohol consumption, rest, consult doctor, medication"
Hepatitis E,"vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","stop alcohol consumption, rest, consult doctor, medication"
Hepatitis E,"joint_pain,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","stop alcohol consumption, rest, consult doctor, medication"
Hepatitis E,"joint_pain,vomiting,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","stop alcohol consumption, rest, consult doctor, medication"
Hepatitis E,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","stop alcohol consumption, rest, consult doctor, medication"
Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","stop alcohol consumption, rest, consult doctor, medication"
Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","stop alcohol consumption, rest, consult doctor, medication"
Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","stop alcohol consumption, rest, consult doctor, medication"
Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload","stop alcohol consumption, consult doctor, medication, follow up"
Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload","stop alcohol consumption, consult doctor, medication, follow up"
Alcoholic hepatitis,"yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload","stop alcohol consumption, consult doctor, medication, follow up"
Alcoholic hepatitis,"vomiting,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload","stop alcohol consumption, consult doctor, medication, follow up"
Alcoholic hepatitis,"vomiting,yellowish_skin,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload","stop alcohol consumption, consult doctor, medication, follow up"
Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload","stop alcohol consumption, consult doctor, medication, follow up"
Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,history_of_alcohol_consumption,fluid_overload","stop alcohol consumption, consult doctor, medication, follow up"
Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,fluid_overload","stop alcohol consumption, consult doctor, medication, follow up"
Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption","stop alcohol consumption, consult doctor, medication, follow up"
Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload","stop alcohol consumption, consult doctor, medication, follow up"
Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","cover mouth, consult doctor, medication, rest"
Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","cover mouth, consult doctor, medication, rest"
Tuberculosis,"vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","cover mouth, consult doctor, medication, rest"
Tuberculosis,"chills,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","cover mouth, consult doctor, medication, rest"
Tuberculosis,"chills,vomiting,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","cover mouth, consult doctor, medication, rest"
Tuberculosis,"chills,vomiting,fatigue,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","cover mouth, consult doctor, medication, rest"
Tuberculosis,"chills,vomiting,fatigue,weight_loss,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","cover mouth, consult doctor, medication, rest"
Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","cover mouth, consult doctor, medication, rest"
Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,high_fever,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","cover mouth, consult doctor, medication, rest"
Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","cover mouth, consult doctor, medication, rest"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check"
Common Cold,"chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check"
Common Cold,"continuous_sneezing,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check"
Common Cold,"continuous_sneezing,chills,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check"
Common Cold,"continuous_sneezing,chills,fatigue,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check"
Common Cold,"continuous_sneezing,chills,fatigue,cough,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,chest_pain,fast_heart_rate,rusty_sputum","consult doctor, medication, rest, follow up"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum","consult doctor, medication, rest, follow up"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum","consult doctor, medication, rest, follow up"
Pneumonia,"fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum","consult doctor, medication, rest, follow up"
Pneumonia,"chills,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum","consult doctor, medication, rest, follow up"
Pneumonia,"chills,fatigue,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum","consult doctor, medication, rest, follow up"
Pneumonia,"chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum","consult doctor, medication, rest, follow up"
Pneumonia,"chills,fatigue,cough,high_fever,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum","consult doctor, medication, rest, follow up"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum","consult doctor, medication, rest, follow up"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,phlegm,chest_pain,fast_heart_rate,rusty_sputum","consult doctor, medication, rest, follow up"
Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus","avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice"
